Record_ID,Sale_Date,City,Neighborhood,Property_Type,Bedrooms,Bathrooms,Area_sqft,Lot_Size,Floors,House_Age,Garage_Capacity,Distance_to_City,Crime_Rate,School_Rating,Has_Garden,Has_Pool,Condition,Heating_Type,Target_Column
572,2024-02-18,Thane,Thane,Independent House,4,3,1622.9,2852.9,2,4,2,11.7,7.8,3.2,False,False,Poor,Electric,16117652.5
573,2024-03-31,Pune,Pune,Villa,3,3,2259.3,2810.2,1,39,0,33.2,2.2,5.0,False,True,Excellent,Solar,21168676.68
574,2025-08-20,Pune,Pune,Apartment,2,1,1761.9,4274.3,1,3,2,13.8,6.5,4.4,False,True,Fair,Gas,16917353.71
575,2024-04-04,Pune,Pune,Villa,3,4,1519.9,3093.9,3,28,1,23.5,7.0,4.9,False,False,Excellent,Electric,14237092.17
576,2024-04-17,Nagpur,Nagpur,Independent House,2,3,552.3,1145.0,1,13,3,3.4,1.1,2.6,False,True,Fair,Electric,6428111.21
577,2024-10-11,Mumbai,Mumbai,Independent House,3,2,1311.9,1845.0,2,8,3,39.0,8.8,3.5,False,True,Fair,Solar,12584240.7
578,2025-07-17,Mumbai,,Villa,1,2,1331.8,,2,7,1,11.4,,,False,False,Good,,12426059.56
579,2024-06-29,Nagpur,Nagpur,Independent House,2,1,1076.6,1595.2,1,28,0,26.3,7.6,3.3,False,True,Poor,Solar,10448858.74
580,2025-12-17,Thane,Thane,Villa,2,1,808.9,1138.5,1,7,0,23.4,3.1,3.6,False,True,Poor,Gas,8630112.39
581,2025-05-30,Pune,Pune,Independent House,4,4,1675.3,2325.3,1,31,2,25.8,7.4,2.9,True,True,Poor,Solar,17624011.31
582,2024-01-22,Nashik,Nashik,Villa,1,1,1129.0,2319.1,1,20,1,14.0,5.1,4.9,False,False,Excellent,Gas,11070717.06
583,2025-05-30,Thane,Thane,Apartment,3,3,1078.6,2067.1,2,30,1,19.4,1.4,2.1,False,True,Excellent,Gas,10673158.79
584,2025-11-10,Thane,Thane,Independent House,2,2,1225.4,3046.1,2,22,3,10.9,5.1,4.5,False,False,Poor,Gas,12246048.39
585,2024-04-01,Pune,Pune,Villa,3,2,1424.4,3518.4,1,9,1,14.9,1.3,3.7,False,False,Excellent,Electric,14500734.27
586,2024-02-12,Pune,Pune,Independent House,4,5,2040.0,3001.7,3,11,2,35.6,4.5,3.3,False,False,Fair,Solar,19828401.81
587,2025-05-13,Nashik,Nashik,Villa,5,5,2137.8,2681.3,1,18,3,37.2,2.3,4.0,False,True,Excellent,Electric,22255922.85
588,2025-05-29,Nashik,Nashik,Independent House,4,3,1894.4,3379.1,1,3,3,14.7,8.5,2.1,True,False,Good,Gas,18805184.98
589,2024-04-10,Nagpur,Nagpur,Villa,3,2,1436.4,2757.0,1,27,2,9.5,5.3,3.1,False,False,Fair,Gas,13610807.0
590,2025-10-05,Thane,,Apartment,1,2,806.3,,1,8,2,6.3,,,True,False,Poor,,7886653.97
591,2025-07-26,Mumbai,Mumbai,Villa,5,5,2003.5,4826.0,3,32,2,19.3,4.8,3.3,False,False,Excellent,Gas,20156343.38
592,2025-04-16,Thane,Thane,Apartment,1,2,1182.1,1917.8,3,32,2,3.1,8.6,2.4,True,False,Excellent,Electric,10769112.24
593,2024-05-27,Thane,Thane,Villa,3,4,1848.6,4160.6,3,6,3,27.9,8.8,2.4,True,True,Good,Gas,18186987.5
594,2024-04-09,Thane,Thane,Apartment,3,3,2064.6,3169.7,1,40,3,25.3,2.8,2.2,True,True,Poor,Gas,19846059.7
595,2024-05-29,Nagpur,Nagpur,Apartment,2,1,1769.0,2947.8,1,19,1,33.8,5.9,4.5,False,True,Good,Solar,16471035.01
596,2025-01-30,Nagpur,Nagpur,Apartment,3,4,1331.9,1838.7,2,34,2,12.3,1.9,3.8,False,False,Poor,Electric,13186092.02
597,2024-05-22,Nashik,Nashik,Independent House,3,3,1610.0,3042.7,1,7,2,2.3,6.9,4.0,False,True,Poor,Electric,16260384.18
598,2024-10-12,Pune,Pune,Independent House,4,5,1793.1,2848.1,3,13,3,21.0,2.6,2.5,False,False,Fair,Electric,18062744.47
599,2024-02-16,Mumbai,,Independent House,4,4,2369.7,,1,30,2,6.0,,,False,False,Good,,23350321.73
600,2024-03-04,Mumbai,Mumbai,Apartment,4,4,1694.7,3667.1,3,20,1,5.1,8.9,4.2,False,False,Excellent,Solar,16957197.09
601,2025-05-17,Nashik,,Villa,5,6,2261.4,,2,1,0,28.3,,,True,True,Good,,24059915.44
602,2025-07-13,Thane,Thane,Villa,3,2,1473.7,2822.1,3,5,0,8.9,8.3,4.7,False,False,Good,Solar,14134664.52
603,2025-03-13,Nagpur,Nagpur,Apartment,3,4,1362.0,1860.8,1,31,3,20.5,4.2,4.7,True,True,Excellent,Gas,13693400.95
604,2024-03-10,Nashik,Nashik,Apartment,2,2,1585.0,1857.8,3,14,2,1.9,8.4,2.9,False,False,Fair,Gas,14659100.77
605,2024-12-12,Mumbai,Mumbai,Apartment,3,4,1137.0,1747.7,3,32,0,22.3,9.0,3.7,False,True,Fair,Gas,11602042.48
606,2024-10-04,Pune,Pune,Apartment,4,4,1903.3,2721.5,1,3,0,14.5,1.6,3.2,True,False,Excellent,Electric,19769546.39
607,2025-07-19,Mumbai,Mumbai,Villa,1,1,776.0,1702.6,1,19,0,37.3,1.2,4.3,True,False,Poor,Solar,7475115.47
608,2025-08-25,Mumbai,mumbai,Villa,5,4,2048.8,3509.9,3,7,2,14.7,4.1,4.8,True,True,Excellent,Gas,21892707.22
609,2025-09-12,Pune,Pune,Independent House,2,1,1765.2,2254.8,1,3,2,2.7,4.1,4.0,True,False,Excellent,Solar,16946962.93
610,2024-09-30,Thane,Thane,Independent House,4,3,1836.1,3832.6,2,31,1,18.3,3.7,3.1,False,True,Excellent,Gas,18407622.92
611,2025-12-16,Pune,Pune,Villa,3,3,1206.6,1459.7,1,17,1,12.9,6.0,2.4,True,True,Excellent,Gas,12968422.43
612,2024-02-15,Nagpur,Nagpur,Villa,2,3,1369.0,2081.6,1,24,0,11.9,6.5,3.5,False,False,Good,Solar,13067274.16
613,2025-09-28,Nashik,Nashik,Villa,2,1,1351.3,2929.9,1,34,2,37.0,9.2,4.4,True,True,Excellent,Gas,12902927.36
614,2024-10-14,Mumbai,Mumbai,Villa,1,1,334.4,584.8,3,34,2,7.3,4.4,4.2,True,True,Excellent,Gas,3682849.14
615,2025-08-05,Nashik,,Villa,4,4,1556.0,,2,2,2,26.7,,,True,True,Good,,16297808.61
616,2024-07-03,Nagpur,Nagpur,Villa,1,1,976.3,1730.4,3,22,1,16.9,6.2,2.2,False,True,Fair,Electric,9273035.0
617,2024-08-21,Thane,Thane,Independent House,2,3,1991.8,2839.8,3,3,0,8.2,5.6,3.3,False,True,Fair,Electric,19852413.08
618,2025-08-07,Nashik,Nashik,Independent House,4,5,2460.4,4775.2,2,2,0,4.0,5.0,3.5,True,True,Poor,Gas,25232386.52
619,2025-01-12,Pune,Pune,Apartment,1,1,858.3,1673.6,2,20,2,39.0,9.1,3.1,False,True,Excellent,Gas,7413344.99
620,2024-03-20,Mumbai,Mumbai,Apartment,2,3,796.6,1749.9,3,32,2,37.7,4.4,3.7,True,False,Poor,Solar,7617220.01
621,2025-01-05,Pune,Pune,Villa,3,2,1396.9,2460.3,3,38,3,13.4,2.8,3.7,True,False,Excellent,Solar,13119308.66
622,2025-08-06,Pune,Pune,Apartment,3,3,1545.7,2461.9,3,5,0,36.7,6.9,3.8,False,False,Good,Electric,15490697.8
623,2025-04-09,Pune,pune,Apartment,3,3,1160.2,1831.0,1,18,0,16.9,5.5,2.4,False,True,Poor,Electric,11572869.73
624,2024-05-10,Nashik,Nashik,Independent House,3,4,1576.7,2013.4,1,6,3,1.9,2.5,2.2,False,False,Good,Solar,15405528.55
625,2024-10-23,Nagpur,Nagpur,Independent House,2,3,1378.0,2705.4,3,38,0,3.9,9.3,4.8,False,False,Good,Solar,13269651.63
626,2024-08-25,Mumbai,Mumbai,Villa,4,3,1846.0,4345.2,3,9,2,27.3,5.1,3.0,True,False,Excellent,Solar,18818383.0
627,2024-10-11,Thane,Thane,Independent House,2,2,893.5,1386.6,2,18,1,38.2,1.4,4.8,True,False,Fair,Gas,9058867.97
628,2024-05-24,Nashik,Nashik,Independent House,2,2,1327.2,2275.5,1,31,2,37.6,3.3,3.8,True,True,Good,Gas,13266974.87
629,2024-10-29,Nagpur,Nagpur,Independent House,3,4,1384.0,1535.3,1,12,2,8.9,9.5,3.7,False,True,Excellent,Electric,14232072.06
630,2025-06-03,Pune,Pune,Villa,2,1,1946.6,4135.1,1,17,2,32.3,7.7,2.7,True,False,Excellent,Solar,17701296.7
631,2024-05-20,Pune,Pune,Apartment,1,1,1098.8,2642.9,3,6,2,8.4,6.0,4.5,True,True,Good,Electric,10579094.38
632,2025-05-17,Mumbai,Mumbai,Apartment,1,2,934.5,1397.7,1,31,0,38.1,8.7,4.2,True,False,Good,Gas,8614120.13
633,2025-05-16,Nagpur,Nagpur,Villa,2,3,1159.8,1657.0,2,37,3,21.7,9.6,4.6,True,False,Fair,Solar,11261863.29
634,2025-12-14,Nashik,Nashik,Apartment,1,1,1276.3,3136.0,2,26,1,26.8,2.0,3.4,False,True,Poor,Electric,12084969.81
635,2025-03-11,Nagpur,Nagpur,Apartment,1,1,886.3,1604.6,2,17,0,22.9,3.9,4.0,False,False,Fair,Electric,7926083.57
636,2025-07-06,Thane,thane,Independent House,1,1,1437.7,2406.4,3,28,1,21.9,8.0,2.3,False,True,Excellent,Electric,12859843.66
637,2024-06-14,Nashik,Nashik,Villa,4,5,2158.7,4354.0,3,4,1,15.1,2.8,2.5,False,True,Poor,Gas,22279369.87
638,2024-08-23,Mumbai,Mumbai,Independent House,1,1,1142.6,2464.8,3,1,0,20.6,8.1,2.1,False,False,Good,Gas,10293404.51
639,2025-07-08,Mumbai,Mumbai,Apartment,2,3,1463.9,1879.1,3,25,2,34.6,1.7,3.5,False,True,Excellent,Solar,14571439.68
640,2025-03-15,Nashik,Nashik,Villa,3,3,1076.5,1824.8,3,20,0,12.8,5.1,2.3,False,False,Fair,Electric,10577976.48
641,2024-01-26,Thane,Thane,Apartment,3,2,1332.8,1498.2,2,24,3,38.1,7.9,4.1,False,True,Poor,Electric,13525951.94
642,2025-02-16,Pune,Pune,Villa,2,2,1262.4,2819.6,1,9,0,22.9,2.9,4.8,True,True,Good,Gas,13153401.86
643,2025-05-15,Thane,Thane,Villa,3,4,1541.6,3496.4,1,21,2,27.9,6.4,4.6,False,True,Good,Electric,15393100.86
644,2025-03-24,Pune,Pune,Apartment,2,3,942.5,2252.3,2,5,0,15.7,7.8,2.5,True,True,Excellent,Electric,10193361.87
645,2024-11-26,Thane,,Villa,2,2,798.9,,3,8,3,16.6,,,False,False,Good,,8061967.32
646,2025-04-30,Thane,thane,Villa,3,4,1310.1,2393.7,2,23,3,19.1,9.4,4.8,True,True,Good,Gas,14206272.45
647,2025-10-13,Nashik,Nashik,Apartment,1,1,300.0,413.7,1,12,3,13.9,1.5,3.4,True,True,Fair,Solar,4121001.19
648,2024-06-05,Thane,,Apartment,3,3,1825.8,,2,37,3,37.4,,,True,True,Fair,,17905690.64
649,2024-01-03,Pune,Pune,Apartment,3,4,1481.1,2313.9,3,24,2,38.7,7.6,3.8,False,True,Excellent,Solar,14922152.52
650,2024-04-30,Thane,Thane,Villa,2,2,1681.7,3959.3,1,4,1,21.0,5.0,4.0,False,False,Poor,Electric,16158560.99
651,2025-03-28,Thane,Thane,Villa,3,3,1372.9,1660.5,3,33,1,38.3,9.5,4.5,True,False,Excellent,Solar,12982583.97
652,2024-07-02,Nashik,Nashik,Apartment,3,2,2087.2,4795.3,3,23,2,29.4,2.9,3.7,True,False,Good,Electric,19713772.75
653,2024-02-14,Nagpur,Nagpur,Independent House,3,3,1288.6,1587.2,2,21,2,20.6,1.1,2.8,False,False,Fair,Electric,12952542.86
654,2024-01-30,Nashik,Nashik,Independent House,1,2,560.1,1398.2,3,30,3,20.1,5.3,4.6,True,True,Good,Solar,5519516.2
655,2024-01-18,Thane,Thane,Independent House,1,1,1412.4,3202.8,1,26,0,18.3,7.4,2.9,False,True,Fair,Solar,12453463.39
656,2024-03-26,Nashik,Nashik,Apartment,5,5,2211.8,2476.8,3,33,3,17.2,7.0,2.2,True,True,Fair,Solar,23176549.31
657,2024-04-29,Mumbai,Mumbai,Apartment,2,3,1688.0,2592.2,3,0,2,5.6,5.2,4.5,True,False,Excellent,Gas,17163833.31
658,2024-02-24,Nashik,Nashik,Villa,1,1,1211.2,1701.1,2,0,3,4.2,7.5,2.7,True,True,Good,Electric,12437377.71
659,2025-10-19,Nashik,Nashik,Independent House,2,1,1776.6,4152.0,1,17,2,11.1,5.0,2.3,False,False,Good,Gas,16605381.26
660,2025-07-18,Thane,Thane,Villa,3,4,2130.4,2971.8,3,36,3,14.5,8.3,4.4,True,False,Excellent,Solar,20390103.03
661,2025-12-19,Nashik,Nashik,Villa,3,3,1556.6,3721.4,3,2,1,19.5,5.2,3.0,False,True,Excellent,Gas,15595356.62
662,2025-04-29,Nagpur,Nagpur,Villa,3,2,1102.5,2622.2,2,11,1,19.2,2.7,2.1,False,False,Fair,Solar,11069067.11
663,2025-06-08,Pune,Pune,Villa,2,1,1104.9,2395.9,3,14,0,17.4,8.0,4.9,False,True,Good,Solar,11334688.19
664,2024-11-04,Pune,Pune,Apartment,3,2,1503.1,2304.2,1,5,2,18.9,2.5,2.0,True,True,Good,Gas,15280349.68
665,2025-11-15,Nagpur,Nagpur,Villa,1,2,760.5,1736.9,2,35,0,19.6,4.1,3.4,False,True,Good,Gas,7645263.31
666,2024-07-01,Thane,Thane,Villa,1,1,1167.0,2750.9,3,20,3,24.3,5.8,3.0,True,True,Fair,Electric,11440492.37
667,2025-03-11,Pune,Pune,Villa,3,3,1471.8,2949.2,1,4,3,8.3,2.9,3.3,False,False,Poor,Solar,14787870.23
668,2024-06-13,Mumbai,Mumbai,Independent House,3,2,1557.6,2581.8,3,10,0,19.1,1.7,4.1,True,False,Poor,Solar,15530826.05
669,2025-12-30,Nagpur,Nagpur,Independent House,2,2,946.2,2062.7,2,27,3,11.1,6.7,3.8,False,False,Fair,Gas,9142438.15
670,2025-04-20,Mumbai,Mumbai,Apartment,4,4,1810.8,2373.1,2,5,2,8.7,8.3,4.2,False,False,Poor,Electric,17317992.8
671,2024-01-18,Nagpur,Nagpur,Villa,2,2,796.1,1350.2,3,16,2,30.9,1.2,2.8,False,False,Excellent,Solar,8302495.19
672,2025-12-06,Nagpur,Nagpur,Independent House,5,6,2119.6,3069.4,1,25,0,5.9,2.3,3.5,False,False,Poor,Gas,21891743.04
673,2024-01-23,Nagpur,Nagpur,Independent House,2,3,1928.2,4314.2,1,40,3,21.0,7.5,3.0,False,False,Fair,Solar,17802621.08
674,2025-12-06,Nashik,Nashik,Villa,1,1,906.6,1721.9,2,12,1,28.1,1.4,3.7,True,False,Excellent,Solar,8289419.95
675,2024-08-18,Pune,pune,Villa,2,2,1245.7,2080.4,1,0,3,26.6,3.5,3.4,False,True,Good,Gas,12723411.61
676,2024-12-20,Nashik,Nashik,Apartment,2,2,882.7,1490.9,3,37,2,22.1,5.3,3.7,False,False,Poor,Solar,7961289.41
677,2024-10-25,Nashik,Nashik,Villa,1,2,883.7,1288.3,1,24,0,25.6,6.1,3.0,True,False,Poor,Gas,8334252.46
678,2024-05-06,Thane,Thane,Apartment,4,4,1869.6,3186.1,1,36,2,22.7,5.4,2.7,True,False,Good,Gas,18689635.39
679,2025-05-29,Nashik,Nashik,Villa,1,2,1216.8,2275.6,2,25,1,17.3,6.4,3.0,False,True,Good,Electric,11502407.57
680,2025-10-30,Thane,Thane,Villa,1,1,942.0,1563.7,1,11,2,30.8,6.9,4.1,True,False,Poor,Gas,8880568.0
681,2024-01-24,Nashik,Nashik,Independent House,1,2,1045.4,1886.6,1,39,3,37.9,3.9,2.7,False,True,Poor,Solar,9404429.98
682,2024-02-01,Mumbai,Mumbai,Villa,1,1,1173.4,2478.5,1,23,1,19.4,7.4,2.6,True,False,Poor,Gas,10697276.8
683,2025-11-29,Mumbai,Mumbai,Independent House,1,1,1280.8,2305.9,1,29,2,35.0,9.2,2.7,True,True,Poor,Electric,11555288.0
684,2025-02-13,Nashik,Nashik,Independent House,3,4,1969.5,2500.1,3,34,0,18.1,8.4,2.2,False,True,Poor,Electric,19168141.3
685,2024-04-09,Nashik,Nashik,Independent House,3,4,1554.5,3281.2,2,7,3,26.6,2.3,2.7,False,True,Excellent,Electric,15837924.99
686,2025-06-18,Pune,Pune,Apartment,2,2,1968.8,2979.5,2,21,2,31.7,7.3,3.7,True,True,Fair,Solar,18685345.69
687,2024-10-26,Thane,Thane,Villa,3,2,1230.1,2444.8,2,36,3,27.3,2.4,4.4,True,True,Good,Gas,12867213.75
688,2025-01-18,Thane,Thane,Villa,2,3,1891.9,2768.2,3,0,3,19.6,9.1,4.9,True,False,Good,Solar,18046495.68
689,2025-05-25,Nashik,Nashik,Independent House,1,1,928.5,1466.4,2,4,1,9.7,3.5,4.3,True,True,Excellent,Solar,9793165.77
690,2025-04-02,Mumbai,Mumbai,Apartment,4,3,1994.7,3209.5,1,12,3,25.4,9.6,3.5,False,True,Good,Electric,19256125.57
691,2024-05-15,Mumbai,Mumbai,Apartment,4,3,1592.9,3290.2,2,14,1,2.6,6.5,3.7,True,True,Good,Gas,16563301.77
692,2024-07-21,Nagpur,,Independent House,3,3,1532.2,,1,6,2,31.8,,,False,True,Good,,16144799.48
693,2025-09-07,Nagpur,Nagpur,Independent House,2,2,853.1,1798.3,2,7,1,24.0,6.7,4.3,True,False,Good,Electric,8758966.11
694,2025-05-14,Pune,pune,Independent House,2,2,899.8,2082.3,1,16,2,11.7,6.1,2.9,False,True,Poor,Electric,9209822.78
695,2024-11-10,Pune,Pune,Villa,3,4,1595.6,1966.4,2,19,2,25.9,5.8,2.5,True,True,Poor,Gas,16370684.42
696,2025-04-30,Thane,Thane,Villa,1,2,1043.3,1620.6,1,9,3,31.6,8.7,3.8,True,False,Fair,Gas,9253704.61
697,2025-02-17,Mumbai,Mumbai,Villa,4,4,2015.5,3081.2,3,9,2,33.3,3.8,2.9,False,False,Fair,Solar,19632769.83
698,2025-07-27,Thane,Thane,Apartment,3,2,1963.0,2732.6,3,12,2,12.5,4.4,3.0,False,False,Poor,Electric,17975839.01
699,2024-10-13,Pune,Pune,Independent House,3,4,1792.2,4333.8,3,30,3,38.1,9.5,4.3,False,False,Poor,Gas,17093427.09
700,2025-08-26,Pune,Pune,Apartment,4,5,2074.1,3553.7,2,23,0,19.4,8.9,2.2,False,True,Excellent,Electric,20858023.0
701,2024-08-07,Nagpur,Nagpur,Villa,4,4,1519.6,2801.2,2,35,0,6.5,7.9,4.6,False,False,Good,Electric,15542035.33
702,2024-03-02,Thane,Thane,Independent House,3,3,1284.2,2497.8,1,16,1,5.6,4.7,3.2,False,True,Fair,Gas,13498624.53
703,2024-03-30,Thane,,Villa,1,1,300.0,,3,34,2,25.7,,,True,True,Good,,2825981.43
704,2025-12-10,Thane,Thane,Villa,3,3,1557.0,3651.3,3,28,1,26.4,1.7,3.9,False,False,Excellent,Electric,14817152.52
705,2025-08-11,Pune,Pune,Independent House,2,1,1449.7,2051.7,2,0,1,11.1,3.0,4.0,False,False,Good,Gas,13970580.27
706,2024-07-25,Pune,Pune,Villa,2,1,1548.9,2860.5,1,1,1,22.1,9.6,3.0,False,True,Fair,Gas,14622466.86
707,2025-04-02,Mumbai,Mumbai,Apartment,3,2,1822.3,4243.6,2,8,0,33.5,4.4,3.3,True,False,Good,Electric,17573806.65
708,2024-07-14,Nagpur,Nagpur,Apartment,1,2,1282.4,2711.3,1,37,1,30.5,2.1,3.5,False,False,Fair,Electric,11543025.37
709,2025-10-29,Nagpur,Nagpur,Independent House,2,1,1491.9,2434.9,2,0,3,38.5,1.9,3.1,False,True,Excellent,Solar,14703325.69
710,2025-12-12,Pune,Pune,Apartment,2,1,1192.0,2528.7,2,17,0,6.5,3.2,3.7,True,True,Excellent,Solar,11983817.09
711,2024-06-15,Mumbai,Mumbai,Apartment,4,4,1824.2,3583.8,1,23,3,7.7,9.4,4.9,True,False,Fair,Electric,17746354.12
712,2025-07-06,Mumbai,Mumbai,Independent House,1,2,727.5,829.2,1,20,2,2.1,5.2,4.2,True,False,Good,Gas,6920789.42
713,2025-10-14,Thane,thane,Villa,2,1,1874.4,4655.0,1,26,3,19.1,4.7,4.7,False,True,Poor,Electric,17986829.57
714,2024-04-07,Mumbai,Mumbai,Villa,4,5,2006.3,3548.9,3,6,1,5.9,5.6,4.4,True,True,Excellent,Gas,21383749.37
715,2025-10-09,Nagpur,Nagpur,Apartment,4,4,1547.5,3241.6,2,21,2,30.6,2.2,3.3,True,True,Good,Gas,16516470.1
716,2025-04-09,Pune,Pune,Independent House,2,1,1582.1,2454.7,3,25,3,19.9,4.1,3.9,False,False,Poor,Gas,14711493.57
717,2025-06-15,Nashik,Nashik,Villa,3,3,1476.9,3685.4,1,21,2,14.3,8.8,4.3,False,True,Poor,Solar,14386294.98
718,2025-06-07,Nagpur,Nagpur,Independent House,3,2,2118.0,4791.2,1,29,2,5.9,4.1,3.4,True,True,Good,Gas,20863109.76
719,2024-04-12,Pune,,Independent House,4,5,1761.8,,3,9,0,32.2,,,True,False,Good,,18424341.57
720,2024-05-19,Nashik,Nashik,Villa,5,5,2189.2,3261.5,2,12,2,16.2,5.7,3.3,False,False,Excellent,Gas,22490971.85
721,2024-06-12,Nagpur,Nagpur,Villa,2,1,1494.7,2887.1,1,39,0,30.5,2.3,3.4,True,True,Good,Gas,14769274.34
722,2025-06-17,Mumbai,,Apartment,3,2,1596.7,,3,25,1,9.0,,,False,True,Poor,,15770862.31
723,2025-03-12,Nagpur,Nagpur,Independent House,1,2,1275.2,2213.9,1,39,2,35.1,9.5,2.1,False,True,Poor,Electric,11261982.53
724,2024-09-14,Nashik,Nashik,Villa,4,5,1537.0,3552.2,1,38,3,33.6,9.7,3.3,True,False,Poor,Solar,15410225.26
725,2025-07-28,Nagpur,Nagpur,Independent House,3,2,2237.0,4694.0,2,6,1,23.8,3.0,3.3,False,True,Poor,Solar,21051099.15
726,2024-02-10,Nagpur,Nagpur,Villa,1,1,369.3,462.0,3,38,0,23.4,2.1,4.3,False,False,Poor,Solar,3263687.51
727,2024-01-30,Nagpur,Nagpur,Villa,3,4,1590.1,3238.6,1,27,1,23.1,1.2,4.8,True,False,Fair,Solar,16032379.1
728,2025-07-14,Thane,Thane,Independent House,1,1,749.0,1645.8,2,28,3,28.3,6.7,4.3,True,True,Poor,Electric,8104976.92
729,2025-09-28,Nashik,Nashik,Apartment,3,2,1559.4,2483.4,3,21,1,13.3,3.8,4.7,True,False,Poor,Gas,15285806.49
730,2025-09-25,Nagpur,Nagpur,Apartment,2,2,1427.8,3361.2,1,28,1,13.6,2.0,3.7,False,True,Excellent,Gas,14532507.85
731,2024-08-18,Nashik,Nashik,Apartment,3,3,1235.4,1611.0,2,16,2,16.5,9.3,2.3,False,True,Good,Solar,11831839.48
732,2024-09-06,Nashik,Nashik,Independent House,3,3,2381.2,5397.1,1,14,1,35.1,5.0,4.4,True,True,Poor,Electric,24137990.6
733,2025-03-17,Nashik,Nashik,Apartment,2,1,956.2,1300.8,3,26,3,25.5,9.0,4.9,False,False,Fair,Solar,8994737.12
734,2025-09-10,Mumbai,Mumbai,Villa,1,1,715.2,1583.3,3,15,1,4.8,9.3,5.0,False,False,Good,Electric,7289722.17
735,2025-12-24,Nagpur,Nagpur,Independent House,2,3,1385.9,2489.0,2,28,0,38.2,2.5,3.7,True,False,Fair,Gas,13982644.24
736,2025-07-05,Nashik,Nashik,Villa,3,4,1885.8,3958.4,2,1,3,28.5,9.5,5.0,True,False,Fair,Gas,18629344.64
737,2025-09-20,Mumbai,Mumbai,Villa,1,1,575.3,1422.2,3,34,2,34.6,9.7,2.2,False,True,Good,Solar,4795894.42
738,2025-12-14,Nagpur,Nagpur,Villa,2,1,1976.2,3970.6,2,1,0,13.9,1.8,3.2,False,False,Good,Gas,19449900.16
739,2024-04-06,Nagpur,Nagpur,Apartment,2,2,1382.8,1696.7,2,31,3,8.8,4.2,3.9,True,False,Excellent,Solar,13545879.58
740,2024-07-12,Pune,Pune,Villa,2,1,1950.3,2179.6,2,33,3,12.9,8.2,3.7,False,True,Good,Solar,18293571.31
741,2025-09-29,Mumbai,Mumbai,Independent House,4,3,1590.8,2583.3,1,38,3,28.5,8.9,2.5,True,False,Excellent,Electric,15638220.58
742,2025-02-02,Thane,Thane,Apartment,4,3,1719.2,3139.0,1,37,3,8.5,2.4,3.8,False,False,Excellent,Electric,16835618.24
743,2025-06-23,Nashik,Nashik,Independent House,3,2,1506.6,1744.9,1,25,3,32.6,9.2,4.1,True,True,Poor,Solar,15073567.81
744,2025-07-28,Nashik,Nashik,Villa,1,1,1246.6,1882.6,3,12,3,16.8,4.4,3.5,False,True,Fair,Electric,11810187.29
745,2025-07-01,Mumbai,,Villa,5,6,2357.2,,1,3,1,37.9,,,True,False,Poor,,23955495.56
746,2025-12-30,Pune,Pune,Independent House,3,3,1129.3,2070.7,1,32,2,27.6,1.4,2.6,False,True,Good,Electric,11897120.75
747,2024-08-21,Nagpur,Nagpur,Villa,2,1,1692.0,2349.3,3,24,0,37.0,1.0,2.7,False,True,Excellent,Gas,16431399.03
748,2025-03-01,Mumbai,Mumbai,Villa,4,4,1736.6,3564.4,3,27,2,9.0,8.9,4.2,False,False,Fair,Gas,17284251.51
749,2025-05-15,Pune,Pune,Independent House,4,3,1735.6,3591.8,1,40,3,6.0,7.2,2.2,True,True,Fair,Gas,17103078.81
750,2025-07-22,Mumbai,Mumbai,Apartment,4,5,1861.0,2789.1,2,25,2,34.4,3.4,4.3,False,True,Good,Solar,18909334.32
751,2024-05-26,Nagpur,Nagpur,Apartment,3,2,2062.3,2378.4,2,14,1,4.3,7.2,2.2,False,False,Good,Gas,19458509.52
752,2024-10-25,Pune,Pune,Apartment,1,1,1476.5,3400.8,2,21,1,14.7,2.8,3.9,False,False,Good,Solar,13488033.21
753,2025-02-23,Mumbai,Mumbai,Apartment,3,2,1751.0,2096.1,1,28,2,22.7,2.3,4.9,True,True,Good,Solar,17999598.73
754,2025-07-12,Thane,Thane,Independent House,2,1,1938.7,2148.6,1,14,0,32.7,7.9,2.4,True,True,Poor,Solar,18238159.94
755,2025-04-10,Pune,Pune,Villa,3,3,1249.9,2967.6,1,28,3,24.9,4.1,5.0,False,False,Good,Gas,12181990.29
756,2025-10-03,Pune,Pune,Villa,2,2,1314.0,2122.5,1,10,3,32.4,2.3,3.4,True,False,Poor,Electric,13350217.6
757,2025-01-07,Thane,Thane,Independent House,1,1,968.1,1522.7,3,23,3,6.2,5.8,2.7,True,True,Poor,Electric,9666466.62
758,2024-08-10,Pune,Pune,Apartment,1,1,1285.9,2391.7,2,6,2,36.3,9.6,4.6,False,True,Poor,Solar,11936494.79
759,2024-07-21,Thane,Thane,Villa,1,2,410.8,673.8,3,13,1,11.7,7.7,3.7,True,False,Poor,Gas,4668703.77
760,2024-04-02,Nashik,Nashik,Villa,3,3,1678.6,4039.2,3,39,0,27.4,8.1,2.3,True,True,Good,Solar,16256831.05
761,2024-06-16,Pune,Pune,Independent House,2,2,1702.4,4039.6,3,39,3,19.5,7.3,2.9,True,True,Poor,Gas,16434676.51
762,2025-05-03,Nagpur,Nagpur,Apartment,2,2,848.4,2092.5,3,15,1,36.5,1.9,2.1,False,False,Fair,Electric,8000675.47
763,2024-04-23,Pune,Pune,Independent House,1,1,1227.2,1940.7,2,36,0,35.6,1.6,2.4,False,False,Good,Solar,10712435.63
