Gender,Age,AnnualIncome,DeviceType,TimeSpentOnSite,PagesViewed,PreviousPurchases,DiscountOffered,EmailOpened,AdClicked,MembershipType,Purchase
Male,64,60733.12,Desktop,6.61,3,1,No,Yes,No,No Membership,Yes
Female,39,89414.62,Desktop,20.4,6,1,Yes,No,No,No Membership,Yes
Male,28,18961.43,Desktop,2.97,3,2,No,No,Yes,Premium,Yes
Male,50,33964.35,Desktop,6.83,3,0,No,No,No,No Membership,No
Female,49,46988.97,Mobile,2.11,7,1,No,Yes,Yes,Basic,No
Female,38,64754.07,Mobile,1.86,4,1,No,Yes,No,Basic,No
Female,56,71026.88,Mobile,5.12,3,2,Yes,Yes,No,No Membership,Yes
Female,37,69578.82,Mobile,23.26,5,2,No,No,Yes,Basic,Yes
Female,25,24549.37,Desktop,3.62,5,3,No,Yes,No,Premium,Yes
Female,59,42861.78,Mobile,16.65,4,2,No,Yes,No,Basic,Yes
Female,54,38794.3,Desktop,14.75,6,1,No,Yes,No,Premium,Yes
Male,26,53826.42,Desktop,1.76,3,1,No,Yes,No,No Membership,No
Male,42,55329.04,Mobile,3.08,3,0,Yes,No,No,No Membership,No
Male,42,30353.91,Mobile,6.19,8,1,No,Yes,No,Basic,Yes
Female,50,47088.02,Mobile,4.38,3,2,No,No,No,No Membership,No
Male,19,65449.33,Mobile,0.61,8,2,No,No,No,No Membership,Yes
Male,36,43690.04,Desktop,30.4,4,2,Yes,No,No,Basic,Yes
Female,63,51395.8,Mobile,8.38,7,0,No,Yes,Yes,No Membership,Yes
Female,37,85544.02,Desktop,3.45,3,2,Yes,Yes,No,Premium,Yes
Female,59,90820.53,Desktop,5.78,3,0,No,No,Yes,No Membership,No
Male,58,16095.5,Mobile,0.55,3,0,No,No,Yes,No Membership,No
Female,59,57050.16,Desktop,4.1,7,6,Yes,No,No,Basic,Yes
Male,46,107506.59,Desktop,16.03,7,2,No,Yes,No,No Membership,Yes
Male,23,63619.24,Desktop,13.61,3,2,No,Yes,No,Basic,Yes
Male,34,55332.82,Mobile,2.47,0,2,Yes,No,No,No Membership,Yes
Male,42,78628.39,Mobile,4.55,3,0,Yes,Yes,No,No Membership,No
Male,55,58925.67,Mobile,7.17,5,0,No,Yes,Yes,Basic,Yes
Female,21,67764.47,Mobile,2.49,2,1,No,No,No,Basic,No
Male,47,51214.52,Desktop,0.4,7,2,No,No,No,No Membership,Yes
Female,37,58663.19,Desktop,4.22,6,3,No,Yes,Yes,No Membership,Yes
Female,20,62679.35,Tablet,5.52,5,1,No,Yes,Yes,No Membership,Yes
Male,40,70580.06,Mobile,0.04,4,0,No,Yes,No,No Membership,Yes
Male,35,47229.03,Mobile,0.6,9,1,Yes,Yes,No,Premium,Yes
Male,43,46739.82,Desktop,1.39,6,0,Yes,No,No,No Membership,No
Female,53,20305.32,Mobile,2.57,4,3,No,No,Yes,No Membership,Yes
Male,25,48031.28,Mobile,4.67,5,1,No,Yes,No,Basic,Yes
Male,34,72154.64,Mobile,2.09,10,2,Yes,No,No,No Membership,Yes
Male,48,63338.04,Mobile,1.94,4,1,No,Yes,No,No Membership,No
Female,54,37058.47,Desktop,12.21,3,1,No,No,No,Basic,No
Female,62,20730.48,Mobile,0.94,7,1,Yes,Yes,No,No Membership,Yes
Male,50,52436.43,Desktop,4.1,10,3,No,Yes,No,Premium,Yes
Female,44,71628.0,Desktop,18.32,5,1,No,Yes,Yes,No Membership,Yes
Female,62,46379.83,Mobile,5.89,3,1,No,Yes,Yes,No Membership,Yes
Female,21,28991.39,Tablet,7.58,3,0,Yes,Yes,No,No Membership,No
Female,39,44388.87,Mobile,3.39,5,2,No,No,Yes,Basic,Yes
Female,43,60870.86,Tablet,0.12,8,1,No,Yes,No,No Membership,No
Female,49,77363.87,Mobile,6.23,5,0,No,No,No,Premium,No
Female,41,50379.49,Desktop,6.0,3,0,No,No,No,No Membership,No
Male,63,73988.06,Mobile,0.7,4,2,No,No,No,No Membership,Yes
Male,52,71992.76,Desktop,3.72,4,1,Yes,Yes,No,Premium,Yes
Male,54,33820.03,Desktop,14.81,6,4,No,Yes,Yes,Basic,Yes
Female,49,77512.75,Mobile,1.38,4,0,No,No,No,No Membership,No
Female,24,60312.03,Tablet,3.71,5,1,Yes,No,No,Premium,Yes
Male,50,33279.71,Mobile,3.71,6,1,No,No,Yes,Basic,Yes
Female,48,86694.96,Mobile,9.99,5,2,No,Yes,Yes,No Membership,Yes
Male,29,52739.64,Desktop,10.44,7,2,No,Yes,Yes,No Membership,Yes
Male,28,20018.02,Desktop,8.54,6,0,Yes,No,No,Premium,No
Female,41,42287.21,Mobile,2.73,6,1,Yes,Yes,No,No Membership,Yes
Male,25,37855.82,Mobile,0.45,5,3,No,No,Yes,Basic,No
Male,49,42728.68,Tablet,2.58,3,3,No,No,No,No Membership,Yes
Female,55,46986.66,Desktop,6.83,5,3,No,No,No,No Membership,Yes
Female,39,50366.99,Mobile,7.28,4,2,Yes,No,No,Basic,Yes
Male,51,49689.95,Mobile,20.11,3,1,No,No,No,Basic,Yes
Female,36,53245.27,Tablet,3.63,3,0,No,No,No,Basic,No
Female,37,65573.08,Desktop,6.01,4,5,No,No,No,No Membership,No
Male,31,41564.15,Tablet,4.65,5,4,Yes,Yes,No,Premium,Yes
Male,50,76258.01,Mobile,0.98,3,3,Yes,No,No,Premium,Yes
Female,27,32946.7,Desktop,3.71,4,3,No,No,No,Basic,Yes
Male,33,66072.14,Desktop,4.72,2,1,Yes,No,Yes,Premium,Yes
Female,21,84578.88,Mobile,18.07,2,0,No,No,No,No Membership,Yes
Female,44,51807.58,Desktop,2.74,2,0,Yes,Yes,No,No Membership,Yes
Female,45,58482.38,Desktop,23.5,4,2,No,Yes,No,Basic,Yes
Male,60,37576.5,Mobile,4.69,1,0,No,No,No,Basic,No
Female,33,45787.93,Desktop,1.67,6,1,No,No,Yes,Basic,Yes
Male,50,83218.21,Desktop,1.28,9,1,Yes,No,No,Premium,No
Male,36,68472.68,Desktop,0.92,7,1,No,No,No,Premium,Yes
Male,38,62533.8,Desktop,3.62,7,1,No,No,No,No Membership,No
Male,39,20116.46,Mobile,0.13,3,3,Yes,No,Yes,No Membership,No
Female,26,42103.49,Mobile,3.53,6,3,No,No,No,Premium,Yes
Male,26,86301.85,Desktop,26.74,4,0,Yes,Yes,No,Premium,Yes
Male,26,62394.98,Mobile,6.65,9,1,No,No,No,Premium,Yes
Female,44,64640.72,Mobile,8.56,7,2,Yes,No,Yes,No Membership,Yes
Male,34,58069.99,Mobile,0.76,5,2,No,Yes,No,No Membership,No
Female,61,43966.19,Mobile,3.84,2,1,Yes,No,No,No Membership,No
Male,62,60985.75,Desktop,2.02,4,2,No,Yes,No,No Membership,No
Female,25,27456.15,Mobile,13.47,4,2,No,No,No,No Membership,Yes
Female,33,26101.82,Mobile,1.2,1,2,No,No,No,No Membership,No
Male,35,41765.06,Tablet,3.68,10,0,No,Yes,No,Basic,No
Male,50,58458.96,Desktop,5.32,5,3,No,No,No,No Membership,Yes
Male,18,26745.88,Desktop,4.33,7,1,Yes,Yes,Yes,Premium,Yes
Female,29,57286.77,Desktop,10.64,4,4,Yes,Yes,Yes,No Membership,Yes
Male,23,37097.93,Desktop,1.58,6,0,Yes,No,No,No Membership,No
Male,58,39523.14,Desktop,2.84,2,4,No,No,No,No Membership,No
Male,22,78392.59,Desktop,9.42,8,1,No,Yes,Yes,No Membership,Yes
Male,33,55671.29,Tablet,4.51,4,1,No,No,No,Basic,Yes
Male,35,38731.5,Mobile,3.09,3,2,No,No,Yes,Basic,No
Female,35,58363.0,Tablet,0.18,4,0,Yes,No,No,Premium,Yes
Male,18,28546.87,Mobile,8.4,5,1,Yes,No,Yes,Basic,No
Male,36,61881.95,Mobile,21.49,3,2,No,No,Yes,No Membership,Yes
Female,25,74931.73,Mobile,5.81,4,3,No,No,No,Premium,Yes
Female,20,66911.12,Mobile,11.65,3,5,No,No,No,No Membership,Yes
Male,42,93838.86,Desktop,4.36,3,1,Yes,No,Yes,No Membership,Yes
Male,22,20108.96,Tablet,1.58,7,0,No,No,Yes,Premium,No
Male,57,57285.44,Tablet,0.09,5,2,No,No,No,No Membership,Yes
Female,36,30816.99,Tablet,6.36,6,1,Yes,Yes,No,No Membership,Yes
Male,35,51882.01,Mobile,4.08,9,0,No,Yes,No,Premium,Yes
Female,48,55027.79,Tablet,9.14,7,0,Yes,No,No,No Membership,Yes
Female,50,96037.22,Mobile,7.12,6,3,No,Yes,No,No Membership,Yes
Female,64,53924.01,Desktop,26.51,8,2,Yes,No,No,Basic,Yes
Male,35,53588.26,Mobile,4.28,3,3,No,No,No,No Membership,Yes
Male,56,73092.86,Mobile,3.34,7,1,No,No,No,No Membership,No
Male,33,54049.21,Tablet,2.03,5,1,Yes,No,No,Basic,Yes
Male,33,87960.65,Tablet,3.89,10,0,Yes,Yes,No,No Membership,Yes
Female,64,67054.32,Desktop,12.38,5,0,Yes,No,No,Premium,Yes
Female,55,69913.06,Desktop,0.26,8,1,Yes,Yes,Yes,Premium,Yes
Female,58,21383.85,Mobile,22.87,11,8,No,No,No,Basic,Yes
Female,24,90733.83,Desktop,30.04,4,0,No,No,Yes,No Membership,Yes
Male,31,43183.74,Desktop,5.47,4,1,Yes,No,No,Premium,Yes
Male,60,54824.86,Mobile,2.42,5,0,Yes,Yes,Yes,Premium,Yes
Male,42,43251.33,Mobile,1.51,4,4,Yes,Yes,Yes,Basic,Yes
Female,49,36563.48,Mobile,1.94,5,1,Yes,No,No,No Membership,Yes
Female,55,33360.97,Desktop,0.31,5,1,No,Yes,Yes,No Membership,No
Female,39,56858.35,Mobile,3.87,12,0,Yes,No,Yes,Basic,No
Male,33,19541.86,Mobile,0.35,4,1,No,Yes,Yes,Basic,Yes
Male,46,50629.56,Mobile,7.61,1,3,Yes,No,No,No Membership,No
Female,33,74039.84,Desktop,2.79,7,1,Yes,No,No,Premium,Yes
Male,29,66374.96,Desktop,1.33,5,2,Yes,No,No,Premium,Yes
Female,34,62783.84,Desktop,4.72,3,1,Yes,No,No,No Membership,Yes
Female,54,38883.08,Mobile,21.84,3,0,Yes,No,No,No Membership,No
Female,44,,Mobile,7.13,3,2,No,No,Yes,Basic,Yes
Male,42,73752.29,Mobile,4.06,6,1,No,No,No,No Membership,Yes
Male,30,46918.72,Desktop,9.0,7,2,No,Yes,No,Basic,Yes
Male,25,53504.59,Mobile,8.02,6,1,Yes,No,Yes,Basic,Yes
Male,22,51443.3,Mobile,13.34,8,1,Yes,No,No,Basic,Yes
Male,29,67103.07,Desktop,1.37,7,1,Yes,No,Yes,Premium,Yes
Female,58,88179.69,Mobile,11.75,4,2,Yes,No,Yes,No Membership,Yes
Female,20,81322.73,Desktop,2.15,4,2,Yes,No,No,No Membership,Yes
Male,52,13019.71,Mobile,16.98,5,3,No,Yes,Yes,Basic,Yes
Male,50,49446.3,Desktop,1.98,3,1,Yes,No,Yes,Basic,No
Male,39,30758.62,Mobile,15.69,4,3,Yes,Yes,Yes,No Membership,Yes
Male,61,71891.72,Mobile,19.91,2,2,No,Yes,Yes,Premium,Yes
Female,26,55071.7,Mobile,0.94,4,1,No,Yes,Yes,Basic,No
Male,58,65910.73,Desktop,22.01,4,1,No,Yes,No,No Membership,Yes
Male,35,47905.76,Tablet,0.54,6,1,Yes,No,Yes,No Membership,Yes
Male,46,36291.31,Mobile,1.48,12,3,No,Yes,No,Premium,Yes
Female,56,39370.95,Desktop,3.52,4,0,No,Yes,No,Premium,Yes
Female,44,27405.77,Desktop,30.31,1,1,Yes,Yes,No,Premium,No
Male,53,32254.59,Tablet,4.02,2,0,No,No,Yes,Premium,No
Female,62,28462.73,Desktop,4.8,7,1,No,Yes,No,Premium,Yes
Female,34,36357.35,Mobile,7.11,3,0,No,Yes,No,Premium,No
Female,51,35338.99,Desktop,20.71,6,1,No,No,Yes,No Membership,Yes
Male,63,62093.68,Mobile,9.18,4,0,No,Yes,No,Premium,Yes
Female,20,61387.51,Mobile,1.52,2,1,No,No,No,No Membership,No
Female,22,62074.08,Mobile,2.17,6,0,No,No,No,Basic,No
Female,31,76149.92,Tablet,0.62,7,2,Yes,No,No,Basic,Yes
Female,20,53589.92,Tablet,6.2,3,4,No,Yes,Yes,Basic,Yes
Female,40,40945.34,Desktop,1.2,5,1,No,No,Yes,No Membership,No
Male,56,94805.26,Tablet,1.79,6,2,No,No,No,No Membership,Yes
Female,47,71301.63,Desktop,13.14,9,1,Yes,No,No,Premium,Yes
Female,62,57741.76,Mobile,2.37,6,0,Yes,Yes,Yes,Basic,Yes
Female,40,56491.74,Mobile,5.02,6,2,No,Yes,No,Basic,Yes
Male,44,60213.76,Mobile,3.04,3,2,Yes,No,Yes,Premium,Yes
Female,27,51362.18,Mobile,0.46,4,1,No,No,No,No Membership,No
Female,42,57308.04,Mobile,2.7,6,1,No,No,No,No Membership,Yes
Male,30,63988.83,Mobile,3.15,3,1,Yes,Yes,No,Basic,Yes
Female,33,41922.35,Desktop,13.56,4,4,No,No,No,No Membership,Yes
Female,58,25585.91,Desktop,2.35,5,2,Yes,Yes,No,Basic,No
Female,51,17638.43,Desktop,2.86,7,1,Yes,Yes,Yes,No Membership,No
Male,54,70982.18,Tablet,9.16,6,2,No,No,No,No Membership,No
Male,39,26507.37,Mobile,8.54,8,1,Yes,Yes,Yes,Basic,Yes
Female,34,63376.19,Desktop,9.61,5,1,No,Yes,No,Basic,Yes
Male,40,34221.59,Mobile,18.44,3,2,No,No,Yes,Basic,Yes
Female,53,34511.57,Mobile,9.52,5,0,Yes,No,No,Premium,Yes
Male,26,42072.42,Tablet,3.14,3,0,No,No,No,Basic,Yes
Female,19,58494.38,Mobile,10.34,4,0,Yes,No,No,No Membership,Yes
Male,49,31805.35,Mobile,4.26,1,4,Yes,No,No,Premium,Yes
Female,39,43895.22,Mobile,1.95,3,2,Yes,Yes,No,Premium,Yes
Male,60,54537.06,Desktop,2.17,2,2,Yes,No,No,Premium,No
Male,30,33215.29,Tablet,1.52,4,0,No,Yes,No,No Membership,No
Male,25,80708.22,Mobile,0.94,4,3,No,No,No,Basic,Yes
Male,18,23994.32,Desktop,1.22,3,0,No,Yes,No,No Membership,No
Female,34,51072.95,Mobile,0.39,1,2,Yes,No,No,No Membership,No
Female,29,77905.73,Mobile,13.16,4,3,No,No,Yes,No Membership,Yes
Male,21,31159.6,Mobile,16.04,2,1,Yes,No,No,Basic,No
Female,30,53026.73,Desktop,5.3,3,1,No,No,Yes,Basic,No
Male,48,57391.46,Mobile,11.01,1,2,Yes,Yes,No,No Membership,Yes
Female,58,40478.13,Desktop,1.22,5,0,No,Yes,No,No Membership,No
Female,24,53605.31,Mobile,13.92,6,5,No,Yes,No,No Membership,Yes
Female,40,65106.0,Mobile,4.24,8,1,No,Yes,No,Premium,Yes
Male,41,46591.47,Desktop,0.42,5,1,No,No,No,Premium,No
Female,22,68757.93,Mobile,0.91,3,2,No,No,No,Basic,No
Male,22,62069.16,Mobile,2.22,7,4,No,No,No,No Membership,Yes
Female,34,44507.8,Mobile,0.27,7,0,No,No,Yes,Basic,No
Male,47,75294.18,Desktop,2.22,4,2,No,No,No,Premium,Yes
Female,26,41663.13,Desktop,0.37,4,1,No,No,Yes,Basic,No
Female,23,70406.08,Mobile,1.62,5,3,No,No,No,No Membership,No
Female,42,41985.72,Mobile,1.85,4,0,No,No,No,Basic,No
Male,36,49310.68,Mobile,31.08,4,2,No,No,Yes,No Membership,Yes
Female,33,52072.4,Mobile,1.61,5,2,Yes,No,No,Premium,Yes
Male,38,61094.5,Desktop,1.64,4,1,No,No,Yes,Basic,No
Female,19,12000.0,Desktop,6.97,1,2,Yes,No,Yes,Basic,No
Male,27,63244.28,Desktop,11.77,5,0,No,No,Yes,No Membership,No
Male,33,53155.37,Mobile,2.94,3,0,No,Yes,No,Premium,No
Female,54,60143.32,Desktop,12.51,6,2,No,No,No,No Membership,Yes
Male,32,64044.79,Desktop,2.49,7,2,Yes,No,Yes,No Membership,Yes
Male,30,62088.56,Desktop,1.32,3,1,No,No,No,Premium,Yes
Male,30,18867.5,Desktop,2.4,4,3,Yes,No,No,No Membership,Yes
Male,49,35901.81,Desktop,5.64,5,5,Yes,No,No,No Membership,Yes
Female,62,60990.69,Desktop,2.75,5,0,No,No,No,Premium,No
Female,64,58594.53,Mobile,6.7,5,4,No,No,No,Basic,Yes
Male,63,40788.03,Desktop,1.62,5,1,No,No,Yes,No Membership,Yes
Male,25,68277.51,Mobile,7.24,3,2,No,No,No,Basic,Yes
Male,60,50384.35,Desktop,2.56,5,1,Yes,No,No,Premium,No
Male,35,70943.07,Desktop,3.65,3,0,Yes,Yes,Yes,No Membership,Yes
Female,53,76780.38,Desktop,4.9,4,0,No,Yes,No,Premium,No
Female,43,60009.44,Mobile,6.95,7,0,No,Yes,No,Basic,Yes
Male,27,64999.94,Mobile,1.64,5,3,No,No,Yes,No Membership,Yes
Male,48,44047.72,Mobile,10.85,5,2,No,No,Yes,Basic,Yes
Male,50,71059.78,Desktop,7.68,2,0,No,No,Yes,Basic,No
Female,46,58926.24,Desktop,1.6,6,3,No,No,Yes,Basic,Yes
Female,22,49695.2,Desktop,22.13,2,0,Yes,Yes,No,Premium,Yes
Male,30,33061.27,Mobile,6.56,1,2,Yes,No,Yes,No Membership,Yes
Male,18,46262.06,Tablet,3.61,4,2,No,Yes,Yes,No Membership,Yes
Female,40,35029.44,Tablet,1.03,5,2,No,No,No,No Membership,Yes
Female,57,68706.82,Mobile,4.57,6,2,No,No,No,No Membership,No
Male,20,76967.74,Desktop,1.08,8,2,Yes,No,No,No Membership,Yes
Male,20,71492.85,Desktop,3.37,5,0,Yes,Yes,No,No Membership,Yes
Male,24,99748.36,Desktop,3.15,9,2,Yes,Yes,No,No Membership,Yes
Female,53,46712.68,Tablet,7.64,2,1,No,No,No,Basic,No
Male,52,65738.3,Mobile,1.28,3,2,No,Yes,No,Basic,Yes
Male,32,33735.61,Desktop,10.35,3,2,No,Yes,No,Basic,Yes
Female,57,51449.49,Desktop,2.37,6,2,No,No,No,Basic,No
Male,20,28407.71,Desktop,3.52,13,2,Yes,No,No,No Membership,No
Female,46,65227.5,Desktop,8.88,4,4,No,No,No,No Membership,No
Male,47,48601.15,Tablet,5.89,6,4,Yes,No,No,Basic,Yes
Male,56,18017.52,Mobile,2.21,5,4,No,No,No,Basic,Yes
Female,35,42669.67,Desktop,2.93,3,0,Yes,No,No,No Membership,No
Male,28,87276.06,Mobile,2.19,4,2,Yes,Yes,No,No Membership,No
Female,60,62387.74,Mobile,5.42,9,2,Yes,No,No,Premium,Yes
Female,55,68843.67,Mobile,2.43,4,1,No,No,No,Basic,Yes
Male,57,57259.82,Desktop,7.76,2,2,Yes,No,Yes,Basic,Yes
Female,18,51731.94,Tablet,5.2,6,3,Yes,No,No,No Membership,Yes
Male,46,55280.42,Mobile,0.94,5,0,Yes,No,No,No Membership,Yes
Female,27,59417.79,Mobile,2.23,5,3,No,No,No,Basic,Yes
Male,45,35260.26,Desktop,1.5,9,0,Yes,Yes,No,Basic,Yes
Female,48,68735.12,Desktop,2.97,6,1,No,No,No,Premium,No
Male,36,75192.89,Tablet,4.35,3,1,Yes,No,No,No Membership,No
Male,20,51461.39,Mobile,4.24,5,1,No,Yes,No,No Membership,Yes
Female,53,45585.27,Mobile,8.43,6,1,No,Yes,Yes,No Membership,Yes
Female,60,41645.64,Mobile,1.26,4,0,No,No,No,No Membership,No
Male,32,86665.9,Mobile,17.57,3,1,No,Yes,No,No Membership,Yes
Male,50,46859.12,Mobile,2.52,0,0,Yes,Yes,Yes,Premium,No
Female,58,66759.66,Mobile,2.14,5,0,Yes,Yes,Yes,Basic,Yes
Female,60,51587.67,Mobile,6.93,3,0,No,Yes,No,Basic,No
Male,62,50614.66,Mobile,9.82,7,3,Yes,Yes,No,Basic,Yes
Male,43,41234.51,Tablet,2.85,4,0,Yes,Yes,No,No Membership,Yes
Male,33,37534.61,Mobile,8.24,2,1,No,No,No,No Membership,No
Female,53,68318.57,Mobile,12.91,7,1,Yes,No,No,Basic,Yes
Male,50,37127.4,Desktop,8.74,2,4,Yes,Yes,No,Premium,Yes
Male,37,63325.35,Desktop,0.21,3,0,No,No,Yes,Premium,No
Female,30,56630.51,Desktop,10.54,4,4,Yes,Yes,No,No Membership,Yes
Male,50,68547.49,Desktop,8.94,6,2,No,No,No,Basic,Yes
Male,22,44020.83,Desktop,6.64,11,1,Yes,Yes,Yes,Basic,Yes
Male,54,74442.59,Desktop,8.56,5,1,Yes,Yes,No,No Membership,Yes
Male,31,52458.57,Desktop,23.3,6,3,No,No,No,No Membership,Yes
Male,44,101650.5,Desktop,3.38,9,4,Yes,No,No,Basic,Yes
Female,40,25944.83,Mobile,0.42,4,2,No,No,No,Basic,Yes
Male,31,98720.83,Mobile,3.71,0,2,No,Yes,No,Premium,Yes
Female,57,52725.41,Desktop,0.29,6,1,No,No,Yes,No Membership,No
Female,21,59010.44,Mobile,2.09,6,2,No,No,Yes,Basic,Yes
Female,56,44122.79,Tablet,5.3,3,2,Yes,Yes,No,Premium,Yes
Male,36,26760.14,Mobile,2.22,8,1,No,Yes,Yes,No Membership,Yes
Male,64,45488.86,Mobile,6.94,4,1,No,No,No,Basic,No
Male,21,48417.63,Tablet,10.36,7,0,No,No,No,Basic,No
Male,47,58290.43,Mobile,3.27,7,0,Yes,Yes,No,No Membership,Yes
Male,36,75180.49,Tablet,13.82,6,0,No,No,No,No Membership,No
Female,48,58433.15,Tablet,0.5,6,0,Yes,No,Yes,No Membership,Yes
Male,48,58746.55,Desktop,11.0,6,0,No,Yes,No,Basic,Yes
Male,26,61918.62,Desktop,10.58,1,0,No,Yes,Yes,No Membership,Yes
Male,30,23411.26,Desktop,2.33,6,0,No,No,Yes,Basic,Yes
Female,31,25074.56,Desktop,2.13,5,1,Yes,No,Yes,Basic,No
Male,63,28054.2,Desktop,2.18,8,0,Yes,Yes,No,Premium,No
Female,27,48281.07,Desktop,10.01,1,3,No,Yes,Yes,No Membership,Yes
Male,48,21309.13,Tablet,10.69,2,3,No,No,No,No Membership,No
Female,54,42583.82,Desktop,2.4,8,0,Yes,No,Yes,No Membership,No
Female,40,30371.51,Tablet,5.39,6,2,Yes,Yes,No,No Membership,Yes
Male,44,63778.88,Mobile,0.9,7,2,Yes,Yes,No,Premium,Yes
Male,23,62877.8,Mobile,3.8,6,2,Yes,Yes,No,Basic,Yes
Male,43,49588.41,Mobile,40.32,3,0,No,No,No,Basic,Yes
Male,19,20800.7,Mobile,1.04,2,4,No,No,Yes,Basic,Yes
Female,62,50731.41,Desktop,17.69,3,3,No,No,No,No Membership,Yes
Female,30,60915.27,Mobile,10.43,9,3,No,Yes,No,Basic,Yes
Female,36,69593.08,Tablet,21.5,4,1,No,Yes,No,Basic,Yes
Female,18,86561.28,Mobile,1.19,2,2,Yes,No,No,No Membership,Yes
Male,57,75132.97,Mobile,1.44,8,2,No,No,Yes,Basic,Yes
Male,49,57965.98,Mobile,0.1,6,2,Yes,No,No,Premium,No
Female,39,49865.66,Desktop,7.74,4,3,No,Yes,No,Basic,Yes
Male,46,41627.19,Mobile,6.2,9,3,No,No,No,No Membership,Yes
Female,19,79401.91,Mobile,1.18,6,0,No,No,Yes,No Membership,No
Male,57,57998.63,Desktop,9.4,4,1,No,Yes,Yes,No Membership,Yes
Male,55,66349.8,Mobile,2.13,4,1,No,No,No,Basic,No
Female,28,44376.04,Mobile,0.87,5,2,No,No,Yes,Premium,Yes
Male,34,32663.64,Desktop,3.29,3,2,No,Yes,Yes,Basic,Yes
Female,60,47793.92,Mobile,0.57,6,1,No,No,Yes,Basic,Yes
Female,25,49547.29,Mobile,1.83,4,2,No,Yes,No,No Membership,No
Female,39,58451.9,Mobile,2.78,5,3,No,No,No,Premium,Yes
Female,21,41726.19,Mobile,11.46,4,1,No,No,No,Basic,Yes
Female,28,55449.46,Desktop,9.44,4,1,Yes,No,No,Premium,Yes
Female,25,76198.71,Mobile,3.51,2,2,No,No,No,Basic,No
Male,26,24886.69,Desktop,7.74,5,1,No,Yes,No,Basic,Yes
Male,43,16895.75,Tablet,5.05,2,1,No,No,Yes,Basic,No
Female,19,77426.45,Mobile,2.5,5,2,Yes,No,Yes,No Membership,Yes
Male,33,28654.72,Tablet,7.77,7,0,Yes,Yes,No,Premium,No
Male,48,48158.7,Mobile,6.9,6,0,Yes,No,No,Basic,Yes
Male,23,65952.63,Mobile,5.79,4,1,No,Yes,No,Basic,No
Female,38,53933.93,Mobile,5.77,0,1,Yes,Yes,Yes,No Membership,Yes
Female,43,,Mobile,6.89,3,1,No,No,Yes,No Membership,No
Male,36,56303.14,Desktop,2.91,5,2,No,Yes,No,Basic,Yes
Female,45,100336.85,Mobile,12.2,9,3,No,Yes,No,Premium,Yes
Female,25,87051.25,Desktop,1.06,3,1,Yes,No,Yes,No Membership,Yes
Female,31,42512.94,Desktop,12.92,7,2,Yes,No,No,Basic,Yes
Female,41,73915.99,Mobile,2.51,4,2,No,No,No,Premium,Yes
Female,61,64099.14,Desktop,0.8,6,3,Yes,No,No,Basic,Yes
Male,54,54648.73,Tablet,5.5,5,4,No,No,No,No Membership,No
Female,43,38658.36,Mobile,2.83,6,2,No,No,No,Premium,Yes
Male,48,63124.62,Mobile,10.14,2,0,No,Yes,No,Basic,No
Female,49,49491.18,Mobile,3.38,5,3,No,No,No,No Membership,No
Female,58,48167.92,Mobile,6.63,8,3,No,No,No,Premium,Yes
Male,19,41192.72,Mobile,2.21,6,2,Yes,Yes,No,Premium,Yes
Male,42,72996.82,Mobile,1.41,9,1,No,Yes,No,No Membership,No
Female,61,41180.72,Desktop,2.95,7,2,No,No,No,Premium,Yes
Male,19,41290.39,Desktop,5.6,3,0,No,No,No,No Membership,No
Female,59,69002.88,Desktop,6.42,2,2,No,No,No,No Membership,No
Male,18,52402.05,Mobile,5.18,8,1,No,No,No,No Membership,Yes
Male,53,52886.47,Mobile,26.57,3,2,No,Yes,Yes,Basic,No
Female,29,73592.08,Mobile,7.05,7,2,Yes,No,No,Basic,Yes
Female,26,78646.61,Mobile,16.09,6,1,No,No,No,Premium,No
Female,53,16698.78,Tablet,0.75,2,2,Yes,Yes,No,Basic,No
Male,58,52682.06,Mobile,0.38,4,0,No,Yes,Yes,Basic,No
Female,45,29615.24,Mobile,2.24,5,1,No,Yes,No,Basic,No
Female,55,48037.72,Mobile,0.88,5,1,No,Yes,Yes,Basic,No
Female,50,54878.75,Desktop,4.48,4,2,No,No,Yes,Premium,Yes
Female,59,48612.62,Desktop,4.39,5,1,Yes,No,Yes,No Membership,No
Female,63,36545.04,Mobile,5.13,5,2,No,No,No,No Membership,No
Male,39,35631.88,Mobile,8.2,10,1,Yes,Yes,No,Premium,Yes
Male,42,68102.95,Mobile,21.31,3,0,Yes,Yes,Yes,No Membership,Yes
Female,35,82626.58,Desktop,12.64,3,2,Yes,No,No,Premium,Yes
Male,23,17911.42,Tablet,0.76,2,2,No,No,No,Premium,No
Female,35,49102.86,Desktop,2.48,3,1,No,Yes,No,Basic,Yes
Male,33,68175.35,Desktop,1.77,0,0,Yes,Yes,Yes,No Membership,No
Female,32,54413.13,Mobile,1.17,6,6,No,No,No,No Membership,Yes
Female,25,34953.64,Mobile,4.72,4,1,No,Yes,No,Premium,No
Male,30,46399.79,Desktop,4.83,9,0,No,No,No,Premium,No
Male,60,60438.7,Mobile,1.55,6,1,No,Yes,No,No Membership,No
Male,24,49470.54,Tablet,7.47,6,0,No,Yes,No,Basic,Yes
Female,34,54136.36,Mobile,7.92,5,0,Yes,Yes,No,Premium,Yes
Female,49,54655.11,Mobile,0.13,5,4,No,No,Yes,Basic,Yes
Male,39,45562.93,Desktop,3.02,4,1,Yes,No,No,Basic,No
